-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 0 5 0 2

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=791149, spec=[0, 5, 0, 2], text=False, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 002048 | FPS 0665 | D 3 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.937 | V -0.024 | pL -0.005 | vL 0.001 | ∇ 0.035
U 2 | F 004096 | FPS 0672 | D 6 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.941 | V -0.033 | pL -0.005 | vL 0.000 | ∇ 0.011
U 3 | F 006144 | FPS 0669 | D 9 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.943 | V -0.023 | pL -0.009 | vL 0.000 | ∇ 0.013
U 4 | F 008192 | FPS 0666 | D 12 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.943 | V -0.022 | pL -0.004 | vL 0.000 | ∇ 0.005
U 5 | F 010240 | FPS 0662 | D 15 | rR:μσmM 0.02 0.07 0.00 0.29 | F:μσmM 319.7 16.7 255.0 324.0 | H 1.939 | V -0.017 | pL -0.006 | vL 0.000 | ∇ 0.018
U 6 | F 012288 | FPS 0669 | D 18 | rR:μσmM 0.02 0.07 0.00 0.29 | F:μσmM 319.7 16.7 255.0 324.0 | H 1.943 | V -0.011 | pL -0.003 | vL 0.000 | ∇ 0.007
U 7 | F 014336 | FPS 0670 | D 21 | rR:μσmM 0.02 0.07 0.00 0.29 | F:μσmM 319.7 16.7 255.0 324.0 | H 1.945 | V -0.008 | pL -0.001 | vL 0.000 | ∇ 0.003
U 8 | F 016384 | FPS 0678 | D 24 | rR:μσmM 0.02 0.06 0.00 0.25 | F:μσmM 320.6 13.1 270.0 324.0 | H 1.943 | V -0.004 | pL -0.004 | vL 0.000 | ∇ 0.008
U 9 | F 018432 | FPS 0671 | D 27 | rR:μσmM 0.02 0.06 0.00 0.25 | F:μσmM 320.6 13.1 270.0 324.0 | H 1.944 | V -0.004 | pL -0.001 | vL 0.000 | ∇ 0.005
U 10 | F 020480 | FPS 0672 | D 30 | rR:μσmM 0.03 0.08 0.00 0.25 | F:μσmM 318.3 15.4 269.0 324.0 | H 1.940 | V 0.004 | pL -0.004 | vL 0.000 | ∇ 0.026
Status saved
U 11 | F 022528 | FPS 0680 | D 33 | rR:μσmM 0.03 0.08 0.00 0.25 | F:μσmM 318.3 15.4 269.0 324.0 | H 1.943 | V -0.007 | pL -0.002 | vL 0.000 | ∇ 0.011
U 12 | F 024576 | FPS 0666 | D 36 | rR:μσmM 0.03 0.08 0.00 0.25 | F:μσmM 318.3 15.4 269.0 324.0 | H 1.942 | V -0.007 | pL -0.001 | vL 0.000 | ∇ 0.003
U 13 | F 026624 | FPS 0674 | D 39 | rR:μσmM 0.01 0.04 0.00 0.17 | F:μσmM 322.3 6.5 297.0 324.0 | H 1.940 | V -0.004 | pL -0.003 | vL 0.000 | ∇ 0.006
U 14 | F 028672 | FPS 0669 | D 42 | rR:μσmM 0.01 0.04 0.00 0.17 | F:μσmM 322.3 6.5 297.0 324.0 | H 1.944 | V -0.003 | pL -0.001 | vL 0.000 | ∇ 0.006
U 15 | F 030720 | FPS 0673 | D 45 | rR:μσmM 0.01 0.04 0.00 0.18 | F:μσmM 322.1 7.3 294.0 324.0 | H 1.942 | V -0.002 | pL -0.002 | vL 0.000 | ∇ 0.010
U 16 | F 032768 | FPS 0672 | D 48 | rR:μσmM 0.01 0.04 0.00 0.18 | F:μσmM 322.1 7.3 294.0 324.0 | H 1.945 | V -0.001 | pL -0.000 | vL 0.000 | ∇ 0.002
