-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 0 7 0 4

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=333212, spec=[0, 7, 0, 4], text=False, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 002048 | FPS 0674 | D 3 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.903 | V 0.125 | pL 0.022 | vL 0.001 | ∇ 0.103
U 2 | F 004096 | FPS 0675 | D 6 | rR:μσmM 0.02 0.09 0.00 0.38 | F:μσmM 13.9 54.0 0.0 223.0 | H 1.930 | V 0.095 | pL 0.014 | vL 0.000 | ∇ 0.027
U 3 | F 006144 | FPS 0677 | D 9 | rR:μσmM 0.02 0.09 0.00 0.38 | F:μσmM 317.7 24.4 223.0 324.0 | H 1.931 | V 0.072 | pL 0.024 | vL 0.000 | ∇ 0.029
U 4 | F 008192 | FPS 0670 | D 12 | rR:μσmM 0.02 0.08 0.00 0.32 | F:μσmM 319.0 19.4 244.0 324.0 | H 1.943 | V 0.057 | pL 0.008 | vL 0.000 | ∇ 0.018
U 5 | F 010240 | FPS 0663 | D 15 | rR:μσmM 0.02 0.08 0.00 0.32 | F:μσmM 319.0 19.4 244.0 324.0 | H 1.940 | V 0.051 | pL 0.008 | vL 0.000 | ∇ 0.011
U 6 | F 012288 | FPS 0670 | D 18 | rR:μσmM 0.02 0.08 0.00 0.32 | F:μσmM 319.0 19.4 244.0 324.0 | H 1.943 | V 0.043 | pL 0.009 | vL 0.000 | ∇ 0.013
U 7 | F 014336 | FPS 0666 | D 21 | rR:μσmM 0.03 0.11 0.00 0.45 | F:μσmM 316.1 30.7 197.0 324.0 | H 1.937 | V 0.041 | pL 0.003 | vL 0.001 | ∇ 0.017
U 8 | F 016384 | FPS 0674 | D 24 | rR:μσmM 0.09 0.23 0.00 0.88 | F:μσmM 298.6 72.3 45.0 324.0 | H 1.936 | V 0.037 | pL 0.001 | vL 0.003 | ∇ 0.046
U 9 | F 018432 | FPS 0671 | D 27 | rR:μσmM 0.09 0.25 0.00 0.88 | F:μσmM 294.8 78.9 45.0 324.0 | H 1.931 | V 0.030 | pL -0.000 | vL 0.001 | ∇ 0.030
U 10 | F 020480 | FPS 0673 | D 30 | rR:μσmM 0.14 0.27 0.00 0.88 | F:μσmM 282.6 82.1 45.0 324.0 | H 1.929 | V 0.028 | pL 0.001 | vL 0.001 | ∇ 0.030
Status saved
