-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 1 4 1 3

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=533660, spec=[1, 4, 1, 3], text=False, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 002048 | FPS 0679 | D 3 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.862 | V -0.055 | pL -0.009 | vL 0.001 | ∇ 0.042
U 2 | F 004096 | FPS 0664 | D 6 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.901 | V -0.041 | pL -0.005 | vL 0.000 | ∇ 0.017
U 3 | F 006144 | FPS 0671 | D 9 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.926 | V -0.032 | pL -0.012 | vL 0.000 | ∇ 0.024
U 4 | F 008192 | FPS 0668 | D 12 | rR:μσmM 0.04 0.15 0.00 0.62 | F:μσmM 312.4 45.0 138.0 324.0 | H 1.932 | V -0.015 | pL -0.010 | vL 0.001 | ∇ 0.020
U 5 | F 010240 | FPS 0661 | D 15 | rR:μσmM 0.04 0.15 0.00 0.62 | F:μσmM 312.4 45.0 138.0 324.0 | H 1.942 | V -0.009 | pL -0.002 | vL 0.000 | ∇ 0.008
U 6 | F 012288 | FPS 0674 | D 18 | rR:μσmM 0.04 0.15 0.00 0.62 | F:μσmM 312.4 45.0 138.0 324.0 | H 1.943 | V -0.007 | pL -0.002 | vL 0.000 | ∇ 0.005
U 7 | F 014336 | FPS 0665 | D 21 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.943 | V -0.006 | pL -0.001 | vL 0.000 | ∇ 0.002
U 8 | F 016384 | FPS 0672 | D 24 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.944 | V -0.004 | pL -0.002 | vL 0.000 | ∇ 0.004
U 9 | F 018432 | FPS 0666 | D 27 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.945 | V -0.004 | pL -0.001 | vL 0.000 | ∇ 0.002
U 10 | F 020480 | FPS 0657 | D 30 | rR:μσmM 0.02 0.09 0.00 0.36 | F:μσmM 318.2 22.3 232.0 324.0 | H 1.940 | V -0.000 | pL -0.004 | vL 0.000 | ∇ 0.010
Status saved
U 11 | F 022528 | FPS 0672 | D 33 | rR:μσmM 0.02 0.09 0.00 0.36 | F:μσmM 318.2 22.3 232.0 324.0 | H 1.944 | V -0.002 | pL -0.001 | vL 0.000 | ∇ 0.003
U 12 | F 024576 | FPS 0660 | D 36 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.943 | V -0.000 | pL -0.000 | vL 0.000 | ∇ 0.005
U 13 | F 026624 | FPS 0672 | D 39 | rR:μσmM 0.08 0.20 0.00 0.72 | F:μσmM 300.3 57.9 101.0 324.0 | H 1.929 | V 0.007 | pL -0.012 | vL 0.001 | ∇ 0.054
U 14 | F 028672 | FPS 0673 | D 43 | rR:μσmM 0.08 0.20 0.00 0.72 | F:μσmM 300.3 57.9 101.0 324.0 | H 1.940 | V 0.003 | pL -0.001 | vL 0.000 | ∇ 0.010
U 15 | F 030720 | FPS 0670 | D 46 | rR:μσmM 0.14 0.22 0.00 0.72 | F:μσmM 285.2 65.2 101.0 324.0 | H 1.940 | V 0.013 | pL -0.006 | vL 0.000 | ∇ 0.019
U 16 | F 032768 | FPS 0669 | D 49 | rR:μσmM 0.07 0.15 0.00 0.50 | F:μσmM 305.1 41.4 181.0 324.0 | H 1.941 | V 0.007 | pL -0.002 | vL 0.000 | ∇ 0.015
